Country;Election type;Year;Voter Turnout;Total vote;Registration;VAP Turnout;Voting age population;Population;Invalid votes;Compulsory voting
Switzerland;Parliamentary;1951.0;71.20 %;986,937 ;1,386,146 ;62.98 %;1,567,170 ;4,749,000 ;1.92 %;Yes
Switzerland;Parliamentary;1947.0;72.44 %;985,498 ;1,360,453 ;66.01 %;1,492,920 ;4,524,000 ;1.91 %;Yes
Ukraine;Parliamentary;2019.0;49.20 %;14,749,867 ;29,278,586 ;41.29 %;35,723,124 ;43,964,969 ;0.93 %;No
Ukraine;Parliamentary;2014.0;52.42 %;18,174,440 ;34,670,814 ;49.98 %;36,363,250 ;44,291,413 ;;No
Ukraine;Parliamentary;2012.0;57.40 %;20,759,472 ;36,163,839 ;55.94 %;37,107,767 ;44,854,065 ;1.97 %;No
Ukraine;Parliamentary;2007.0;62.03 %;23,315,257 ;37,588,040 ;62.73 %;37,165,613 ;46,299,862 ;4.40 %;No
Ukraine;Parliamentary;2006.0;67.19 %;24,990,424 ;37,191,928 ;67.20 %;37,188,299 ;46,929,500 ;1.77 %;No
Ukraine;Parliamentary;2002.0;69.24 %;25,874,271 ;37,368,748 ;69.57 %;37,189,218 ;48,760,474 ;3.90 %;No
Ukraine;Parliamentary;1998.0;70.65 %;26,521,273 ;37,540,092 ;68.11 %;38,939,136 ;51,235,704 ;3.10 %;No
Ukraine;Parliamentary;1994.0;75.81 %;28,963,982 ;38,204,100 ;73.42 %;39,451,600 ;51,910,000 ;6.30 %;No
United Kingdom;Parliamentary;2019.0;67.55 %;32,132,029 ;47,567,752 ;62.04 %;51,793,515 ;65,436,510 ;0.37 %;No
United Kingdom;Parliamentary;2017.0;69.31 %;32,463,654 ;46,835,433 ;63.25 %;51,329,650 ;64,769,452 ;0.23 %;No
United Kingdom;Parliamentary;2015.0;66.12 %;30,697,860 ;46,425,386 ;60.45 %;50,780,423 ;64,088,222 ;;No
United Kingdom;Parliamentary;2010.0;65.77 %;29,991,471 ;45,597,461 ;61.06 %;49,116,522 ;62,348,447 ;1.03 %;No
United Kingdom;Parliamentary;2005.0;61.36 %;27,148,510 ;44,245,939 ;58.32 %;46,554,470 ;60,270,708 ;0.30 %;No
United Kingdom;Parliamentary;2001.0;59.38 %;26,365,192 ;44,403,238 ;57.56 %;45,804,132 ;59,434,645 ;0.40 %;No
United Kingdom;Parliamentary;1997.0;71.46 %;31,289,097 ;43,784,559 ;69.39 %;45,093,510 ;58,563,000 ;0.20 %;No
United Kingdom;Parliamentary;1992.0;77.83 %;33,653,800 ;43,240,084 ;75.36 %;44,658,460 ;57,998,000 ;0.10 %;No
United Kingdom;Parliamentary;1987.0;75.42 %;32,566,523 ;43,180,573 ;75.17 %;43,326,080 ;57,008,000 ;0.10 %;No
United Kingdom;Parliamentary;1983.0;72.81 %;30,722,241 ;42,192,999 ;71.70 %;42,846,520 ;56,377,000 ;0.20 %;No
United Kingdom;Parliamentary;1979.0;76.00 %;31,233,208 ;41,095,490 ;75.06 %;41,608,720 ;56,228,000 ;0.40 %;No
United Kingdom;Parliamentary;1974.0;72.93 %;29,226,810 ;40,072,970 ;77.88 %;40,298,400 ;55,970,000 ;0.10 %;No
United Kingdom;Parliamentary;1970.0;72.15 %;28,386,145 ;39,342,013 ;71.15 %;39,895,200 ;55,410,000 ;0.10 %;No
United Kingdom;Parliamentary;1966.0;75.96 %;27,314,646 ;35,957,245 ;73.77 %;37,026,000 ;54,450,000 ;0.20 %;No
United Kingdom;Parliamentary;1964.0;77.17 %;27,698,221 ;35,894,054 ;75.13 %;36,864,840 ;54,213,000 ;0.10 %;No
United Kingdom;Parliamentary;1959.0;78.71 %;27,862,652 ;35,397,304 ;77.46 %;35,968,320 ;52,128,000 ;;No
United Kingdom;Parliamentary;1955.0;76.78 %;26,759,729 ;34,852,179 ;75.75 %;35,327,310 ;51,199,000 ;;No
United Kingdom;Parliamentary;1951.0;81.89 %;28,596,594 ;34,919,331 ;81.36 %;35,148,400 ;50,202,000 ;;No
United Kingdom;Parliamentary;1950.0;83.61 %;28,771,124 ;34,412,255 ;81.59 %;35,261,100 ;50,373,000 ;;No
United Kingdom;Parliamentary;1945.0;72.55 %;24,117,191 ;33,240,391 ;70.05 %;34,427,400 ;49,182,000 ;;No
Yugoslavia, FR/Union of Serbia and Montenegro;Parliamentary;2003.0;58.75 %;3,825,471 ;6,511,450 ;63.97 %;5,979,859 ;7,480,591 ;1.30 %;No
Yugoslavia, FR/Union of Serbia and Montenegro;Parliamentary;2000.0;64.17 %;5,036,478 ;7,848,818 ;;;;4.50 %;No
Yugoslavia, FR/Union of Serbia and Montenegro;Parliamentary;1996.0;53.29 %;4,047,230 ;7,594,404 ;52.19 %;7,755,520 ;10,624,000 ;;No
Yugoslavia, FR/Union of Serbia and Montenegro;Parliamentary;1993.0;67.39 %;4,983,606 ;7,394,772 ;65.11 %;7,654,050 ;10,485,000 ;5.50 %;No
Yugoslavia, SFR (1943-1992);Parliamentary;1992.0;56.07 %;4,080,465 ;7,277,471 ;54.26 %;7,520,400 ;10,445,000 ;11.00 %;No
Yugoslavia, SFR (1943-1992);Parliamentary;1953.0;89.37 %;9,455,980 ;10,580,648 ;84.32 %;11,214,060 ;16,991,000 ;;No
Yugoslavia, SFR (1943-1992);Parliamentary;1950.0;91.94 %;9,061,780 ;9,856,501 ;85.82 %;10,559,250 ;16,245,000 ;;No
Yugoslavia, SFR (1943-1992);Parliamentary;1945.0;88.66 %;7,432,469 ;8,383,455 ;73.16 %;10,158,550 ;15,629,000 ;;No
