Unitati  capacitate  cheltuieli de functionare, Macroregiuni  regiuni de dezvoltare si judete, Ani, Um: Numar, Valoare
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 1996, Numar persoane, 300
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 1997, Numar persoane, 448
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 1998, Numar persoane, 663
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 1999, Numar persoane, 608
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2000, Numar persoane, 752
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2001, Numar persoane, 726
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2002, Numar persoane, 700
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2003, Numar persoane, 473
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2004, Numar persoane, 484
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2005, Numar persoane, 605
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2006, Numar persoane, 504
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2007, Numar persoane, 640
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2008, Numar persoane, 670
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2009, Numar persoane, 731
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2010, Numar persoane, 731
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2011, Numar persoane, 1195
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2012, Numar persoane, 1189
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2013, Numar persoane, 1180
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2014, Numar persoane, 1189
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2015, Numar persoane, 1085
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2016, Numar persoane, 666
Cantine publice-numar mediu zilnic de beneficiari, Prahova, Anul 2017, Numar persoane, 574
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 1994, Numar persoane, 315
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 1995, Numar persoane, 389
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 1996, Numar persoane, 371
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 1997, Numar persoane, 383
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 1998, Numar persoane, 414
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 1999, Numar persoane, 470
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2000, Numar persoane, 618
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2001, Numar persoane, 704
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2002, Numar persoane, 558
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2003, Numar persoane, 581
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2004, Numar persoane, 644
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2005, Numar persoane, 617
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2006, Numar persoane, 522
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2007, Numar persoane, 502
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2008, Numar persoane, 491
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2009, Numar persoane, 480
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2010, Numar persoane, 435
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2011, Numar persoane, 373
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2012, Numar persoane, 421
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2013, Numar persoane, 409
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2014, Numar persoane, 517
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2015, Numar persoane, 474
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2016, Numar persoane, 582
Cantine publice-numar mediu zilnic de beneficiari, Teleorman, Anul 2017, Numar persoane, 42
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 1994, Numar persoane, 6350
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 1995, Numar persoane, 5200
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 1996, Numar persoane, 4011
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 1997, Numar persoane, 4580
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 1998, Numar persoane, 5695
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 1999, Numar persoane, 5838
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2000, Numar persoane, 5230
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2001, Numar persoane, 4627
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2002, Numar persoane, 5677
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2003, Numar persoane, 5866
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2004, Numar persoane, 6921
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2005, Numar persoane, 330
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2006, Numar persoane, 5391
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2007, Numar persoane, 3897
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2008, Numar persoane, 3000
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2009, Numar persoane, 2846
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2010, Numar persoane, 2905
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2011, Numar persoane, 2968
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2012, Numar persoane, 2344
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2013, Numar persoane, 2953
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2014, Numar persoane, 1872
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2015, Numar persoane, 2353
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2016, Numar persoane, 2023
Cantine publice-numar mediu zilnic de beneficiari, Regiunea BUCURESTI - ILFOV, Anul 2017, Numar persoane, 1160
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 1998, Numar persoane, 115
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 1999, Numar persoane, 115
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2000, Numar persoane, 140
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2001, Numar persoane, 75
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2002, Numar persoane, 100
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2004, Numar persoane, 100
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2005, Numar persoane, 100
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2006, Numar persoane, 100
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2007, Numar persoane, 100
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2008, Numar persoane, 100
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2009, Numar persoane, 108
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2010, Numar persoane, 100
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2011, Numar persoane, 100
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2012, Numar persoane, 155
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2013, Numar persoane, 156
Cantine publice-numar mediu zilnic de beneficiari, Ilfov, Anul 2014, Numar persoane, 175
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 1994, Numar persoane, 6350
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 1995, Numar persoane, 5200
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 1996, Numar persoane, 4011
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 1997, Numar persoane, 4580
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 1998, Numar persoane, 5580
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 1999, Numar persoane, 5723
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2000, Numar persoane, 5090
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2001, Numar persoane, 4552
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2002, Numar persoane, 5577
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2003, Numar persoane, 5866
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2004, Numar persoane, 6821
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2005, Numar persoane, 230
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2006, Numar persoane, 5291
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2007, Numar persoane, 3797
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2008, Numar persoane, 2900
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2009, Numar persoane, 2738
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2010, Numar persoane, 2805
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2011, Numar persoane, 2868
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2012, Numar persoane, 2189
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2013, Numar persoane, 2797
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2014, Numar persoane, 1697
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2015, Numar persoane, 2353
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2016, Numar persoane, 2023
Cantine publice-numar mediu zilnic de beneficiari, Municipiul Bucuresti, Anul 2017, Numar persoane, 1160
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 1994, Numar persoane, 7727
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 1995, Numar persoane, 12204
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 1996, Numar persoane, 4663
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 1997, Numar persoane, 4884
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 1998, Numar persoane, 5990
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 1999, Numar persoane, 5070
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2000, Numar persoane, 5904
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2001, Numar persoane, 6521
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2002, Numar persoane, 5926
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2003, Numar persoane, 3798
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2004, Numar persoane, 4151
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2005, Numar persoane, 3946
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2006, Numar persoane, 4064
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2007, Numar persoane, 4047
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2008, Numar persoane, 4035
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2009, Numar persoane, 3952
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2010, Numar persoane, 3583
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2011, Numar persoane, 3239
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2012, Numar persoane, 3689
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2013, Numar persoane, 3522.5
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2014, Numar persoane, 3449
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2015, Numar persoane, 3052
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2016, Numar persoane, 2687
Cantine publice-numar mediu zilnic de beneficiari, MACROREGIUNEA PATRU, Anul 2017, Numar persoane, 2480
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 1994, Numar persoane, 3863
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 1995, Numar persoane, 1844
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 1996, Numar persoane, 1396
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 1997, Numar persoane, 1522
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 1998, Numar persoane, 1376
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 1999, Numar persoane, 1423
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2000, Numar persoane, 2133
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2001, Numar persoane, 2365
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2002, Numar persoane, 1643
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2003, Numar persoane, 1245
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2004, Numar persoane, 1411
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2005, Numar persoane, 1469
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2006, Numar persoane, 1461
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2007, Numar persoane, 1771
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2008, Numar persoane, 1791
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2009, Numar persoane, 1759
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2010, Numar persoane, 1526
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2011, Numar persoane, 1212
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2012, Numar persoane, 1269
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2013, Numar persoane, 1270
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2014, Numar persoane, 1208
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2015, Numar persoane, 680
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2016, Numar persoane, 974
Cantine publice-numar mediu zilnic de beneficiari, Regiunea SUD-VEST OLTENIA, Anul 2017, Numar persoane, 861
Cantine publice-numar mediu zilnic de beneficiari, Dolj, Anul 1994, Numar persoane, 2576
Cantine publice-numar mediu zilnic de beneficiari, Dolj, Anul 1995, Numar persoane, 371
Cantine publice-numar mediu zilnic de beneficiari, Dolj, Anul 1996, Numar persoane, 380
Cantine publice-numar mediu zilnic de beneficiari, Dolj, Anul 1997, Numar persoane, 347
Cantine publice-numar mediu zilnic de beneficiari, Dolj, Anul 1998, Numar persoane, 13
Cantine publice-numar mediu zilnic de beneficiari, Dolj, Anul 1999, Numar persoane, 28
Cantine publice-numar mediu zilnic de beneficiari, Dolj, Anul 2000, Numar persoane, 385
Cantine publice-numar mediu zilnic de beneficiari, Dolj, Anul 2001, Numar persoane, 385
Cantine publice-numar mediu zilnic de beneficiari, Dolj, Anul 2002, Numar persoane, 386
Cantine publice-numar mediu zilnic de beneficiari, Dolj, Anul 2009, Numar persoane, 80
Cantine publice-numar mediu zilnic de beneficiari, Dolj, Anul 2010, Numar persoane, 80
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 1994, Numar persoane, 92
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 1995, Numar persoane, 110
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 1996, Numar persoane, 126
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 1997, Numar persoane, 152
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 1998, Numar persoane, 190
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 1999, Numar persoane, 150
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2000, Numar persoane, 377
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2001, Numar persoane, 363
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2002, Numar persoane, 392
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2003, Numar persoane, 485
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2004, Numar persoane, 580
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2005, Numar persoane, 639
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2006, Numar persoane, 636
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2007, Numar persoane, 728
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2008, Numar persoane, 649
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2009, Numar persoane, 523
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2010, Numar persoane, 451
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2011, Numar persoane, 325
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2012, Numar persoane, 325
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2013, Numar persoane, 284
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2014, Numar persoane, 239
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2015, Numar persoane, 244
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2016, Numar persoane, 120
Cantine publice-numar mediu zilnic de beneficiari, Gorj, Anul 2017, Numar persoane, 120
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 1994, Numar persoane, 448
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 1995, Numar persoane, 575
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 1996, Numar persoane, 271
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 1997, Numar persoane, 420
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 1998, Numar persoane, 462
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 1999, Numar persoane, 495
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2000, Numar persoane, 556
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2001, Numar persoane, 787
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2002, Numar persoane, 286
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2003, Numar persoane, 185
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2004, Numar persoane, 186
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2005, Numar persoane, 211
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2006, Numar persoane, 254
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2007, Numar persoane, 281
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2008, Numar persoane, 287
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2009, Numar persoane, 374
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2010, Numar persoane, 328
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2011, Numar persoane, 330
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2012, Numar persoane, 357
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2013, Numar persoane, 377
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2014, Numar persoane, 478
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2016, Numar persoane, 379
Cantine publice-numar mediu zilnic de beneficiari, Mehedinti, Anul 2017, Numar persoane, 291
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 1994, Numar persoane, 489
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 1995, Numar persoane, 598
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 1996, Numar persoane, 423
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 1997, Numar persoane, 408
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 1998, Numar persoane, 424
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 1999, Numar persoane, 418
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2000, Numar persoane, 505
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2001, Numar persoane, 573
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2002, Numar persoane, 333
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2003, Numar persoane, 325
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2004, Numar persoane, 368
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2005, Numar persoane, 342
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2006, Numar persoane, 281
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2007, Numar persoane, 465
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2008, Numar persoane, 491
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2009, Numar persoane, 356
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2010, Numar persoane, 319
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2011, Numar persoane, 327
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2012, Numar persoane, 372
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2013, Numar persoane, 397
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2014, Numar persoane, 261
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2015, Numar persoane, 182
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2016, Numar persoane, 185
Cantine publice-numar mediu zilnic de beneficiari, Olt, Anul 2017, Numar persoane, 180
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 1994, Numar persoane, 258
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 1995, Numar persoane, 190
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 1996, Numar persoane, 196
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 1997, Numar persoane, 195
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 1998, Numar persoane, 287
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 1999, Numar persoane, 332
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2000, Numar persoane, 310
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2001, Numar persoane, 257
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2002, Numar persoane, 246
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2003, Numar persoane, 250
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2004, Numar persoane, 277
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2005, Numar persoane, 277
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2006, Numar persoane, 290
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2007, Numar persoane, 297
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2008, Numar persoane, 364
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2009, Numar persoane, 426
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2010, Numar persoane, 348
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2011, Numar persoane, 230
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2012, Numar persoane, 215
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2013, Numar persoane, 212
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2014, Numar persoane, 230
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2015, Numar persoane, 254
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2016, Numar persoane, 290
Cantine publice-numar mediu zilnic de beneficiari, Valcea, Anul 2017, Numar persoane, 270
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 1994, Numar persoane, 3864
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 1995, Numar persoane, 10360
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 1996, Numar persoane, 3267
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 1997, Numar persoane, 3362
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 1998, Numar persoane, 4614
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 1999, Numar persoane, 3647
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2000, Numar persoane, 3771
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2001, Numar persoane, 4156
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2002, Numar persoane, 4283
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2003, Numar persoane, 2553
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2004, Numar persoane, 2740
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2005, Numar persoane, 2477
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2006, Numar persoane, 2603
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2007, Numar persoane, 2276
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2008, Numar persoane, 2244
Cantine publice-numar mediu zilnic de beneficiari, Regiunea VEST, Anul 2009, Numar persoane, 2193
